sound_files,answer,first_time,second_time,third_time,fourth_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_4.started,sound_4.stopped,polygon_5.started,polygon_5.stopped,sound_5.started,sound_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.268530027999077,None,space,0,5.245543795999765,10.268530027999077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/820.0.wav,lshift,4.0,8.0,12.0,6.0,0,0,0,0,,,,,,,,15.910850977999871,None,15.898963263198674,None,20.913592812999923,None,20.913756855098836,None,24.9148808129994,None,24.915030202100024,None,28.916157311999996,None,lshift,1,2.00631641200016,29.89975569299895,None,28.91639458810023,None,31.93324180899981,None,31.933354283100197,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/826.0.wav,lshift,5.0,9.0,13.0,10.0,0,1,1,1,,,,,,,,39.93591290400036,None,39.93616829710045,None,42.9362676719993,None,42.93642080009995,None,46.937613034000606,None,46.937731283099495,None,50.93885214200054,None,lshift,1,1.320441588999529,51.90563608299999,None,50.93891737309896,None,53.25573537699893,None,53.25605361010021,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/832.0.wav,lshift,6.0,10.0,14.0,8.0,0,2,2,2,,,,,,,,63.258723035,None,63.258835874100626,None,65.25986799299972,None,65.26021367510039,None,69.26097927199953,None,69.26126157409927,None,73.26162121400012,None,lshift,1,2.420759012999042,74.22931393399995,None,73.2618129370996,None,76.67957204699997,None,76.67979716709961,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/838.0.wav,lshift,4.0,8.0,12.0,9.0,0,3,3,3,,,,,,,,82.68107414699989,None,82.68130242709886,None,86.68241065700022,None,86.68255956009962,None,90.68358180399991,None,90.68389813510039,None,94.68509304899999,None,lshift,1,1.4376152559998445,95.66845718200057,None,94.68584251310058,None,97.13702013200054,None,97.13573002209996,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/844.0.wav,lshift,2.0,6.0,10.0,7.0,0,4,4,4,,,,,,,,103.13691588899928,None,103.13702478910018,None,109.13928575099999,None,109.13943430909895,None,113.13979912300056,None,113.13990193209902,None,117.1410402549991,None,rshift,0,0.7981647420001536,118.10790802799966,None,117.14126721609973,None,118.92552017799972,None,118.92581373309913,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/850.0.wav,rshift,3.0,7.0,11.0,8.0,0,5,5,5,,,,,,,,125.92707053800041,None,125.92729304109999,None,127.92729602799955,None,127.92755010209949,None,131.92876247499953,None,131.92980242809898,None,135.93003798300015,None,rshift,1,0.592357923000236,136.91371269000047,None,135.93020128909956,None,137.53028098399955,None,137.53049955410023,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/856.0.wav,rshift,6.0,10.0,14.0,6.0,0,6,6,6,,,,,,,,143.53258101199935,None,143.53280530810042,None,148.5342059279992,None,148.53428784510032,None,152.53492805099995,None,152.5347920660999,None,156.53592212399963,None,rshift,1,3.219376058999842,157.50269381399994,None,156.5360202260992,None,160.7538854409995,None,160.7541100790997,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/862.0.wav,rshift,5.0,9.0,13.0,10.0,0,7,7,7,,,,,,,,166.75555494199943,None,166.75578914509896,None,172.75708819099964,None,172.75714883809923,None,176.7583552039996,None,176.75847214710046,None,180.75967961099923,None,rshift,1,1.5715304149998701,181.7265402539997,None,180.75977479509964,None,183.31718239700058,None,183.3271976111002,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/868.0.wav,rshift,4.0,8.0,12.0,9.0,0,8,8,8,,,,,,,,191.31279263599936,None,191.3169462040998,None,195.3140584800003,None,195.3142784140993,None,199.31578517900016,None,199.3154290950999,None,203.31580059099906,None,rshift,1,2.0386604989998887,204.28340997699888,None,203.31593298009938,None,206.35036298100022,None,206.35062865310027,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/874.0.wav,rshift,6.0,10.0,14.0,8.0,0,9,9,9,,,,,,,,215.35307715599993,None,215.35320736509965,None,217.3533511179994,None,217.35352072509994,None,221.35470315800012,None,221.3548294990989,None,225.35598977100017,None,rshift,1,0.37531423200016434,226.32275603800008,None,225.3560438530996,None,226.7228340849997,None,226.72289577810005,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
Audio/880.0.wav,rshift,4.0,8.0,12.0,6.0,0,10,10,10,,,,,,,,236.72577986899887,None,236.72613980410023,None,240.72704851399976,None,240.72818653109897,None,244.72835273199962,None,244.72845163910023,None,248.7296309630001,None,rshift,1,0.8648051179989125,249.71327407399986,None,248.72981670410007,None,250.5958192500002,None,250.59674585809915,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
None,None,None,None,None,None,0,11,11,11,,,,,,,,260.59954843800006,None,260.59974750210057,None,265.60086733800017,None,265.6010517420993,None,269.60220690200003,None,269.6023789100993,None,273.603861440999,None,rshift,0,0.7190631009998469,274.58700244099964,None,273.6037334220993,None,275.33717418500055,None,275.3373335090993,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
None,None,None,None,None,None,0,12,12,12,,,,,,,,284.33983004400034,None,284.3400039701002,None,287.3401749149998,None,287.3403589051006,None,291.341534707999,None,291.3416345930993,None,295.3428073979994,None,lshift,0,0.4517508970002382,296.326317781999,None,295.3430147830997,None,296.8097652159995,None,296.81003478010024,None,,001,2021_Nov_27_2013,Trial_Exp,2021.2.3,59.99897677719357,
,,,,,,,,,,,,,,,,,302.81157968499974,None,302.8114565800999,None,305.8124284330006,None,305.81251928009914,None,309.8137995010002,None,309.8142155030993,None,313.8149945610003,None,rshift,0,0.7242375320001884,314.7818362950002,None,313.8151402391006,None,,,,,,,,,,,
